day_index,hub_name,resource_type,resource_demand_units,resource_capacity_units,contributing_routes,resource_capacity_note,utilization,shortage_units,resource_status,scenic_peak_load,scenic_overload_persons
6,库车市,scenic_shuttle_or_parking,4.6583,473.8,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0098,0.0,green,,
6,喀什市,coach_bus,7.8939,1190.2222,Q4V2_R024;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0066,0.0,green,,
6,喀什市,licensed_guide,6.2024,1673.75,Q4V2_R024;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0037,0.0,green,,
6,喀什市,scenic_shuttle_or_parking,3.6181,1071.2,Q4V2_R024;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0034,0.0,green,,
7,吐鲁番市,coach_bus,101.7917,961.3333,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048;Q4V2_R051,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.1059,0.0,green,,
7,吐鲁番市,licensed_guide,138.1458,1351.875,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048;Q4V2_R051,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.1022,0.0,green,,
7,吐鲁番市,scenic_shuttle_or_parking,85.9574,865.2,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048;Q4V2_R051,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0993,0.0,green,,
7,特克斯县(八卦城),coach_bus,25.4846,309.0,Q4V2_R008;Q4V2_R011,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0825,0.0,green,,
7,特克斯县(八卦城),licensed_guide,34.5863,434.5312,Q4V2_R008;Q4V2_R011,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0796,0.0,green,,
7,特克斯县(八卦城),scenic_shuttle_or_parking,21.5204,278.1,Q4V2_R008;Q4V2_R011,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0774,0.0,green,,
7,霍城县(惠远古城),coach_bus,13.4868,263.2222,Q4V2_R029,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0512,0.0,green,,
7,霍城县(惠远古城),licensed_guide,18.3036,370.1562,Q4V2_R029,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0494,0.0,green,,
7,霍城县(惠远古城),scenic_shuttle_or_parking,11.3889,236.9,Q4V2_R029,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0481,0.0,green,,
7,库尔勒市,coach_bus,36.5022,869.7778,Q4V2_R041;Q4V2_R046;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.042,0.0,green,,
7,库尔勒市,licensed_guide,49.5387,1223.125,Q4V2_R041;Q4V2_R046;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0405,0.0,green,,
7,赛里木湖,coach_bus,14.9781,377.6667,Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0397,0.0,green,,
7,库尔勒市,scenic_shuttle_or_parking,30.8241,782.8,Q4V2_R041;Q4V2_R046;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0394,0.0,green,,
7,赛里木湖,licensed_guide,20.3274,531.0938,Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0383,0.0,green,,
7,赛里木湖,scenic_shuttle_or_parking,12.6481,339.9,Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0372,0.0,green,,
7,禾木村,coach_bus,10.5219,286.1111,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0368,0.0,green,,
7,禾木村,licensed_guide,14.2798,402.3438,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0355,0.0,green,,
7,禾木村,scenic_shuttle_or_parking,8.8852,257.5,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0345,0.0,green,,
7,库车市,coach_bus,14.7105,526.4444,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0279,0.0,green,,
7,库车市,licensed_guide,19.9643,740.3125,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.027,0.0,green,,
7,库车市,scenic_shuttle_or_parking,12.4222,473.8,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0262,0.0,green,,
7,阿勒泰市,coach_bus,11.3816,503.5556,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0226,0.0,green,,
7,阿勒泰市,licensed_guide,15.4464,708.125,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0218,0.0,green,,
7,阿勒泰市,scenic_shuttle_or_parking,9.6111,453.2,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0212,0.0,green,,
7,喀什市,coach_bus,4.386,1190.2222,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0037,0.0,green,,
7,喀什市,licensed_guide,5.9524,1673.75,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0036,0.0,green,,
7,喀什市,scenic_shuttle_or_parking,3.7037,1071.2,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0035,0.0,green,,
8,吐鲁番市,coach_bus,70.9432,961.3333,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0738,0.0,green,,
8,赛里木湖,coach_bus,23.8353,377.6667,Q4V2_R029;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0631,0.0,green,,
8,巴音布鲁克,coach_bus,14.7105,240.3333,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0612,0.0,green,,
8,巴音布鲁克,licensed_guide,19.9643,337.9688,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0591,0.0,green,,
8,巴音布鲁克,scenic_shuttle_or_parking,12.4222,216.3,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0574,0.0,green,,
8,吐鲁番市,licensed_guide,72.8714,1351.875,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0539,0.0,green,,
8,吐鲁番市,scenic_shuttle_or_parking,44.0905,865.2,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.051,0.0,green,,
8,赛里木湖,licensed_guide,26.4345,531.0938,Q4V2_R029;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0498,0.0,green,,
8,赛里木湖,scenic_shuttle_or_parking,16.1319,339.9,Q4V2_R029;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0475,0.0,green,,
8,昭苏县(夏塔古道),coach_bus,10.2807,217.4444,Q4V2_R008,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0473,0.0,green,,
8,昭苏县(夏塔古道),licensed_guide,13.9524,305.7812,Q4V2_R008,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0456,0.0,green,,
8,昭苏县(夏塔古道),scenic_shuttle_or_parking,8.6815,195.7,Q4V2_R008,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0444,0.0,green,,
8,特克斯县(八卦城),coach_bus,10.5045,309.0,Q4V2_R011,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.034,0.0,green,,
8,库车市,coach_bus,16.9079,526.4444,Q4V2_R024;Q4V2_R051,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0321,0.0,green,,
8,库车市,licensed_guide,22.9464,740.3125,Q4V2_R024;Q4V2_R051,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.031,0.0,green,,
8,库车市,scenic_shuttle_or_parking,14.2778,473.8,Q4V2_R024;Q4V2_R051,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0301,0.0,green,,
8,禾木村,coach_bus,7.2697,286.1111,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0254,0.0,green,,
8,库尔勒市,coach_bus,20.3561,869.7778,Q4V2_R041;Q4V2_R046,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0234,0.0,green,,
8,特克斯县(八卦城),licensed_guide,8.2536,434.5312,Q4V2_R011,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.019,0.0,green,,
8,特克斯县(八卦城),scenic_shuttle_or_parking,4.8146,278.1,Q4V2_R011,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0173,0.0,green,,
8,天池风景区,coach_bus,7.0395,423.4444,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0166,0.0,green,,
8,天池风景区,licensed_guide,9.5536,595.4688,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.016,0.0,green,,
8,天池风景区,scenic_shuttle_or_parking,5.9444,381.1,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0156,0.0,green,,
8,阿勒泰市,coach_bus,7.8636,503.5556,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0156,0.0,green,,
8,禾木村,licensed_guide,5.7119,402.3438,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0142,0.0,green,,
8,库尔勒市,licensed_guide,15.994,1223.125,Q4V2_R041;Q4V2_R046,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0131,0.0,green,,
8,禾木村,scenic_shuttle_or_parking,3.3319,257.5,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0129,0.0,green,,
8,库尔勒市,scenic_shuttle_or_parking,9.3299,782.8,Q4V2_R041;Q4V2_R046,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0119,0.0,green,,
8,阿勒泰市,licensed_guide,6.1786,708.125,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0087,0.0,green,,
8,阿勒泰市,scenic_shuttle_or_parking,3.6042,453.2,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.008,0.0,green,,
9,吐鲁番市,coach_bus,89.2697,961.3333,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0929,0.0,green,,
9,吐鲁番市,licensed_guide,121.1518,1351.875,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0896,0.0,green,,
9,吐鲁番市,scenic_shuttle_or_parking,75.3833,865.2,Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R043;Q4V2_R045;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0871,0.0,green,,
9,赛里木湖,coach_bus,31.6601,377.6667,Q4V2_R029;Q4V2_R046,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0838,0.0,green,,
9,赛里木湖,licensed_guide,42.9673,531.0938,Q4V2_R029;Q4V2_R046,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0809,0.0,green,,
9,赛里木湖,scenic_shuttle_or_parking,26.7352,339.9,Q4V2_R029;Q4V2_R046,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0787,0.0,green,,
9,禾木村,coach_bus,21.9035,286.1111,Q4V2_R005;Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0766,0.0,green,,
9,天池风景区,coach_bus,31.3571,423.4444,Q4V2_R011;Q4V2_R041;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0741,0.0,green,,
9,禾木村,licensed_guide,29.7262,402.3438,Q4V2_R005;Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0739,0.0,green,,
9,禾木村,scenic_shuttle_or_parking,18.4963,257.5,Q4V2_R005;Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0718,0.0,green,,
9,库车市,coach_bus,36.9406,526.4444,Q4V2_R008;Q4V2_R024;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0702,0.0,green,,
9,天池风景区,licensed_guide,39.7768,595.4688,Q4V2_R011;Q4V2_R041;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0668,0.0,green,,
9,天池风景区,scenic_shuttle_or_parking,24.6014,381.1,Q4V2_R011;Q4V2_R041;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0646,0.0,green,,
9,库车市,licensed_guide,43.4583,740.3125,Q4V2_R008;Q4V2_R024;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0587,0.0,green,,
9,库车市,scenic_shuttle_or_parking,26.6838,473.8,Q4V2_R008;Q4V2_R024;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0563,0.0,green,,
9,巴音布鲁克,coach_bus,10.1636,240.3333,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0423,0.0,green,,
9,巴音布鲁克,licensed_guide,7.9857,337.9688,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0236,0.0,green,,
9,巴音布鲁克,scenic_shuttle_or_parking,4.6583,216.3,Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0215,0.0,green,,
10,吐鲁番市,coach_bus,102.5288,961.3333,Q4V2_R011;Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R041;Q4V2_R043;Q4V2_R045;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.1067,0.0,green,,
10,吐鲁番市,licensed_guide,132.9393,1351.875,Q4V2_R011;Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R041;Q4V2_R043;Q4V2_R045;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0983,0.0,green,,
10,吐鲁番市,scenic_shuttle_or_parking,82.3859,865.2,Q4V2_R011;Q4V2_R015;Q4V2_R018;Q4V2_R039;Q4V2_R041;Q4V2_R043;Q4V2_R045;Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0952,0.0,green,,
10,赛里木湖,coach_bus,33.5877,377.6667,Q4V2_R046;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0889,0.0,green,,
10,赛里木湖,licensed_guide,45.5833,531.0938,Q4V2_R046;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0858,0.0,green,,
10,赛里木湖,scenic_shuttle_or_parking,28.363,339.9,Q4V2_R046;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0834,0.0,green,,
10,天池风景区,coach_bus,28.1974,423.4444,Q4V2_R029;Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0666,0.0,green,,
10,天池风景区,licensed_guide,38.2679,595.4688,Q4V2_R029;Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0643,0.0,green,,
10,天池风景区,scenic_shuttle_or_parking,23.8111,381.1,Q4V2_R029;Q4V2_R030,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0625,0.0,green,,
10,库车市,coach_bus,31.886,526.4444,Q4V2_R024;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0606,0.0,green,,
10,库车市,licensed_guide,43.2738,740.3125,Q4V2_R024;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0585,0.0,green,,
10,库车市,scenic_shuttle_or_parking,26.9259,473.8,Q4V2_R024;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0568,0.0,green,,
10,可可托海,coach_bus,10.5219,206.0,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0511,0.0,green,,
10,可可托海,licensed_guide,14.2798,289.6875,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0493,0.0,green,,
10,可可托海,scenic_shuttle_or_parking,8.8852,185.4,Q4V2_R006,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0479,0.0,green,,
10,禾木村,coach_bus,11.3816,286.1111,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0398,0.0,green,,
10,禾木村,licensed_guide,15.4464,402.3438,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0384,0.0,green,,
10,禾木村,scenic_shuttle_or_parking,9.6111,257.5,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0373,0.0,green,,
10,库尔勒市,coach_bus,10.2807,869.7778,Q4V2_R008,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0118,0.0,green,,
10,库尔勒市,licensed_guide,13.9524,1223.125,Q4V2_R008,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0114,0.0,green,,
10,库尔勒市,scenic_shuttle_or_parking,8.6815,782.8,Q4V2_R008,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0111,0.0,green,,
11,吐鲁番市,coach_bus,111.1404,961.3333,Q4V2_R008;Q4V2_R011;Q4V2_R015;Q4V2_R029;Q4V2_R030;Q4V2_R039;Q4V2_R043;Q4V2_R045,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.1156,0.0,green,,
11,吐鲁番市,licensed_guide,150.8333,1351.875,Q4V2_R008;Q4V2_R011;Q4V2_R015;Q4V2_R029;Q4V2_R030;Q4V2_R039;Q4V2_R043;Q4V2_R045,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.1116,0.0,green,,
11,吐鲁番市,scenic_shuttle_or_parking,93.8519,865.2,Q4V2_R008;Q4V2_R011;Q4V2_R015;Q4V2_R029;Q4V2_R030;Q4V2_R039;Q4V2_R043;Q4V2_R045,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.1085,0.0,green,,
11,赛里木湖,coach_bus,37.2259,377.6667,Q4V2_R006;Q4V2_R041;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0986,0.0,green,,
11,赛里木湖,licensed_guide,50.5208,531.0938,Q4V2_R006;Q4V2_R041;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0951,0.0,green,,
11,赛里木湖,scenic_shuttle_or_parking,31.4352,339.9,Q4V2_R006;Q4V2_R041;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0925,0.0,green,,
11,禾木村,coach_bus,11.3816,286.1111,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0398,0.0,green,,
11,喀什市,coach_bus,45.6732,1190.2222,Q4V2_R046;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0384,0.0,green,,
11,禾木村,licensed_guide,15.4464,402.3438,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0384,0.0,green,,
11,禾木村,scenic_shuttle_or_parking,9.6111,257.5,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0373,0.0,green,,
11,喀什市,licensed_guide,61.9851,1673.75,Q4V2_R046;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.037,0.0,green,,
11,喀什市,scenic_shuttle_or_parking,38.5685,1071.2,Q4V2_R046;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.036,0.0,green,,
11,霍城县(惠远古城),coach_bus,7.0395,263.2222,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0267,0.0,green,,
11,霍城县(惠远古城),licensed_guide,9.5536,370.1562,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0258,0.0,green,,
11,霍城县(惠远古城),scenic_shuttle_or_parking,5.9444,236.9,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0251,0.0,green,,
11,库尔勒市,coach_bus,16.3969,869.7778,Q4V2_R018,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0189,0.0,green,,
11,库尔勒市,licensed_guide,22.253,1223.125,Q4V2_R018,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0182,0.0,green,,
11,库尔勒市,scenic_shuttle_or_parking,13.8463,782.8,Q4V2_R018,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0177,0.0,green,,
11,库车市,coach_bus,4.386,526.4444,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0083,0.0,green,,
11,库车市,licensed_guide,5.9524,740.3125,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.008,0.0,green,,
11,库车市,scenic_shuttle_or_parking,3.7037,473.8,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0078,0.0,green,,
12,吐鲁番市,coach_bus,76.7879,961.3333,Q4V2_R008;Q4V2_R011;Q4V2_R015;Q4V2_R029;Q4V2_R030;Q4V2_R039;Q4V2_R043;Q4V2_R045,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0799,0.0,green,,
12,赛里木湖,coach_bus,25.7197,377.6667,Q4V2_R006;Q4V2_R041;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0681,0.0,green,,
12,吐鲁番市,licensed_guide,60.3333,1351.875,Q4V2_R008;Q4V2_R011;Q4V2_R015;Q4V2_R029;Q4V2_R030;Q4V2_R039;Q4V2_R043;Q4V2_R045,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0446,0.0,green,,
12,吐鲁番市,scenic_shuttle_or_parking,35.1944,865.2,Q4V2_R008;Q4V2_R011;Q4V2_R015;Q4V2_R029;Q4V2_R030;Q4V2_R039;Q4V2_R043;Q4V2_R045,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0407,0.0,green,,
12,赛里木湖,licensed_guide,20.2083,531.0938,Q4V2_R006;Q4V2_R041;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0381,0.0,green,,
12,赛里木湖,scenic_shuttle_or_parking,11.7882,339.9,Q4V2_R006;Q4V2_R041;Q4V2_R048,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0347,0.0,green,,
12,禾木村,coach_bus,7.8636,286.1111,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0275,0.0,green,,
12,喀什市,coach_bus,31.5561,1190.2222,Q4V2_R046;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0265,0.0,green,,
12,霍城县(惠远古城),coach_bus,4.8636,263.2222,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0185,0.0,green,,
12,禾木村,licensed_guide,6.1786,402.3438,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0154,0.0,green,,
12,喀什市,licensed_guide,24.794,1673.75,Q4V2_R046;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0148,0.0,green,,
12,禾木村,scenic_shuttle_or_parking,3.6042,257.5,Q4V2_R005,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.014,0.0,green,,
12,喀什市,scenic_shuttle_or_parking,14.4632,1071.2,Q4V2_R046;Q4V2_R051;Q4V2_R053,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0135,0.0,green,,
12,库尔勒市,coach_bus,11.3288,869.7778,Q4V2_R018,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.013,0.0,green,,
12,霍城县(惠远古城),licensed_guide,3.8214,370.1562,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0103,0.0,green,,
12,霍城县(惠远古城),scenic_shuttle_or_parking,2.2292,236.9,Q4V2_R063,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0094,0.0,green,,
12,库尔勒市,licensed_guide,8.9012,1223.125,Q4V2_R018,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0073,0.0,green,,
12,库尔勒市,scenic_shuttle_or_parking,5.1924,782.8,Q4V2_R018,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0066,0.0,green,,
12,库车市,coach_bus,3.0303,526.4444,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0058,0.0,green,,
12,库车市,licensed_guide,2.381,740.3125,Q4V2_R024,由住宿枢纽规模推导的校准运力/导游/摆渡车能力，非实时调度库存,0.0032,0.0,green,,
