iteration,operator,move,temperature,accepted,candidate_objective,current_objective,best_objective,candidate_spots,best_spots,candidate_days,candidate_over_budget_days,candidate_time_window_violations,candidate_limited_lodging_nights
281,lodging_pressure_removal,two_opt,1186.6704,False,-237730.707,258470.175,258470.175,32,32,34,6,0,1
282,long_arc_removal,swap,1179.5504,False,-368713.161,258470.175,258470.175,30,32,35,7,0,0
283,long_arc_removal,two_opt,1172.4731,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
284,lodging_pressure_removal,swap,1165.4383,False,-239462.151,258470.175,258470.175,32,32,34,5,0,2
285,region_removal,reorder,1158.4456,False,250129.625,258470.175,258470.175,32,32,29,6,0,2
286,random_removal,two_opt,1151.4949,False,128259.514,258470.175,258470.175,31,32,31,3,0,1
287,lodging_pressure_removal,two_opt,1144.586,False,257585.046,258470.175,258470.175,32,32,30,3,0,0
288,region_removal,two_opt,1137.7185,False,-239445.818,258470.175,258470.175,31,32,34,4,0,1
289,region_removal,two_opt,1130.8922,False,257442.624,258470.175,258470.175,32,32,30,3,0,0
290,region_removal,swap,1124.1068,False,-241734.418,258470.175,258470.175,32,32,34,6,0,0
291,worst_removal,none,1117.3622,False,251156.928,258470.175,258470.175,30,32,30,2,0,0
292,lodging_pressure_removal,none,1110.658,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
293,long_arc_removal,swap,1103.994,False,-110159.793,258470.175,258470.175,32,32,33,4,0,0
294,region_removal,reorder,1097.3701,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
295,worst_removal,two_opt,1090.7859,False,253944.498,258470.175,258470.175,31,32,30,3,0,0
296,long_arc_removal,swap,1084.2411,False,-356433.989,258470.175,258470.175,32,32,35,5,0,0
297,random_removal,two_opt,1077.7357,False,249989.479,258470.175,258470.175,32,32,30,6,0,0
298,worst_removal,reorder,1071.2693,False,246227.941,258470.175,258470.175,31,32,28,7,0,1
299,worst_removal,two_opt,1064.8417,False,247671.002,258470.175,258470.175,30,32,30,3,0,0
300,region_removal,swap,1058.4526,False,-482272.954,258470.175,258470.175,32,32,36,6,0,2
301,region_removal,none,1052.1019,False,254569.132,258470.175,258470.175,31,32,30,2,0,0
302,long_arc_removal,reorder,1045.7893,False,250174.944,258470.175,258470.175,31,32,29,5,0,1
303,region_removal,swap,1039.5145,False,-368878.674,258470.175,258470.175,32,32,35,7,0,2
304,long_arc_removal,two_opt,1033.2775,False,-362599.03,258470.175,258470.175,32,32,35,6,0,2
305,region_removal,swap,1027.0778,False,-285539.548,258470.175,258470.175,30,32,33,4,1,0
306,long_arc_removal,reorder,1020.9153,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
307,lodging_pressure_removal,swap,1014.7898,False,-237591.283,258470.175,258470.175,32,32,34,4,0,0
308,random_removal,none,1008.7011,False,249103.031,258470.175,258470.175,30,32,28,3,0,0
309,long_arc_removal,none,1002.6489,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
310,lodging_pressure_removal,swap,996.633,False,-355153.964,258470.175,258470.175,32,32,35,5,0,0
311,worst_removal,swap,990.6532,False,247928.464,258470.175,258470.175,29,32,30,1,0,0
312,region_removal,two_opt,984.7093,False,-241370.976,258470.175,258470.175,32,32,34,6,0,1
313,worst_removal,swap,978.801,False,-247465.861,258470.175,258470.175,30,32,34,5,0,0
314,lodging_pressure_removal,two_opt,972.9282,False,-111192.302,258470.175,258470.175,32,32,33,4,0,1
315,region_removal,reorder,967.0906,False,251861.233,258470.175,258470.175,32,32,30,6,0,1
316,random_removal,reorder,961.2881,False,234574.14,258470.175,258470.175,30,32,27,7,0,1
317,long_arc_removal,none,955.5204,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
318,worst_removal,swap,949.7873,False,-251831.639,258470.175,258470.175,30,32,34,5,0,0
319,long_arc_removal,reorder,944.0885,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
320,region_removal,swap,938.424,False,-377160.013,258470.175,258470.175,32,32,35,6,0,2
321,region_removal,reorder,932.7935,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
322,lodging_pressure_removal,swap,927.1967,False,-362295.535,258470.175,258470.175,32,32,35,6,0,0
323,long_arc_removal,reorder,921.6335,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
324,lodging_pressure_removal,none,916.1037,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
325,random_removal,two_opt,910.6071,False,253203.236,258470.175,258470.175,31,32,30,2,0,1
326,lodging_pressure_removal,none,905.1434,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
327,worst_removal,swap,899.7126,False,-372107.477,258470.175,258470.175,31,32,35,6,0,2
328,worst_removal,reorder,894.3143,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
329,region_removal,swap,888.9484,False,-16671.161,258470.175,258470.175,31,32,32,1,0,3
330,worst_removal,two_opt,883.6147,False,-241246.947,258470.175,258470.175,30,32,34,4,0,2
331,random_removal,none,878.313,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
332,lodging_pressure_removal,reorder,873.0432,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
333,random_removal,none,867.8049,False,249965.34,258470.175,258470.175,31,32,30,4,0,0
334,worst_removal,two_opt,862.5981,False,108125.284,258470.175,258470.175,27,32,31,4,0,0
335,worst_removal,two_opt,857.4225,False,4469.965,258470.175,258470.175,31,32,32,3,0,1
336,lodging_pressure_removal,swap,852.278,False,-230439.325,258470.175,258470.175,32,32,34,3,0,0
337,lodging_pressure_removal,none,847.1643,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
338,region_removal,swap,842.0813,False,7691.932,258470.175,258470.175,32,32,32,3,0,2
339,lodging_pressure_removal,swap,837.0288,False,-360178.388,258470.175,258470.175,32,32,35,6,0,0
340,long_arc_removal,swap,832.0066,False,-243764.483,258470.175,258470.175,32,32,34,6,0,0
341,region_removal,swap,827.0146,False,-120617.042,258470.175,258470.175,32,32,33,7,0,0
342,long_arc_removal,reorder,822.0525,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
343,worst_removal,swap,817.1202,False,-9041.205,258470.175,258470.175,32,32,32,6,0,0
344,region_removal,none,812.2175,False,257465.592,258470.175,258470.175,32,32,30,3,0,0
345,worst_removal,reorder,807.3442,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
346,worst_removal,swap,802.5001,False,-247309.782,258470.175,258470.175,30,32,34,5,0,0
347,worst_removal,swap,797.6851,False,890.268,258470.175,258470.175,29,32,32,2,0,1
348,lodging_pressure_removal,two_opt,792.899,False,257585.046,258470.175,258470.175,32,32,30,3,0,0
349,lodging_pressure_removal,swap,788.1416,False,13241.713,258470.175,258470.175,32,32,32,2,0,1
350,long_arc_removal,swap,783.4128,False,-373458.909,258470.175,258470.175,30,32,35,7,0,0
351,region_removal,swap,778.7123,False,-368747.91,258470.175,258470.175,31,32,35,5,0,1
352,random_removal,swap,774.04,False,109619.068,258470.175,258470.175,27,32,31,2,0,0
353,lodging_pressure_removal,two_opt,769.3958,False,-1411.906,258470.175,258470.175,32,32,32,7,0,0
354,worst_removal,none,764.7794,False,252158.942,258470.175,258470.175,30,32,30,1,0,0
355,long_arc_removal,none,760.1907,False,255036.794,258470.175,258470.175,32,32,30,3,0,0
356,long_arc_removal,two_opt,755.6296,False,-119239.871,258470.175,258470.175,32,32,33,6,0,0
357,random_removal,swap,751.0958,False,135289.497,258470.175,258470.175,32,32,31,3,0,0
358,long_arc_removal,swap,746.5892,False,-360421.537,258470.175,258470.175,32,32,35,6,0,0
359,long_arc_removal,reorder,742.1097,False,246157.944,258470.175,258470.175,30,32,29,5,0,1
360,long_arc_removal,swap,737.657,False,-249961.27,258470.175,258470.175,30,32,34,7,0,0
361,long_arc_removal,none,733.2311,False,249761.269,258470.175,258470.175,30,32,29,3,0,0
362,worst_removal,swap,728.8317,False,-368209.846,258470.175,258470.175,30,32,35,5,0,0
363,region_removal,reorder,724.4587,False,236407.13,258470.175,258470.175,30,32,28,7,0,1
364,lodging_pressure_removal,two_opt,720.112,False,-353318.484,258470.175,258470.175,32,32,35,3,0,1
365,worst_removal,reorder,715.7913,False,244852.41,258470.175,258470.175,30,32,28,4,0,2
366,worst_removal,two_opt,711.4965,False,245530.436,258470.175,258470.175,29,32,30,3,0,0
367,lodging_pressure_removal,reorder,707.2276,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
368,worst_removal,two_opt,702.9842,False,244157.22,258470.175,258470.175,30,32,30,5,0,1
369,region_removal,two_opt,698.7663,False,-239573.507,258470.175,258470.175,32,32,34,6,0,2
370,region_removal,reorder,694.5737,False,75120.549,258470.175,258470.175,30,32,29,7,1,1
371,random_removal,reorder,690.4062,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
372,long_arc_removal,none,686.2638,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
373,random_removal,two_opt,682.1462,False,254722.539,258470.175,258470.175,32,32,30,4,0,0
374,random_removal,none,678.0533,False,247033.154,258470.175,258470.175,30,32,28,2,0,1
375,region_removal,none,673.985,False,253424.927,258470.175,258470.175,31,32,30,3,0,0
376,random_removal,swap,669.9411,False,-245189.816,258470.175,258470.175,32,32,34,7,0,0
377,worst_removal,reorder,665.9215,False,240670.159,258470.175,258470.175,29,32,28,6,0,1
378,random_removal,none,661.9259,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
379,long_arc_removal,swap,657.9544,False,-110715.5,258470.175,258470.175,32,32,33,3,0,1
380,long_arc_removal,reorder,654.0067,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
381,region_removal,reorder,650.0826,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
382,region_removal,reorder,646.1821,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
383,long_arc_removal,none,642.305,False,249761.269,258470.175,258470.175,30,32,29,3,0,0
384,worst_removal,two_opt,638.4512,False,-237730.707,258470.175,258470.175,32,32,34,6,0,1
385,worst_removal,none,634.6205,False,239894.42,258470.175,258470.175,27,32,28,3,0,0
386,lodging_pressure_removal,two_opt,630.8128,False,-484076.533,258470.175,258470.175,32,32,36,7,0,2
387,random_removal,two_opt,627.0279,False,2795.468,258470.175,258470.175,31,32,32,4,0,1
388,region_removal,none,623.2657,False,244754.405,258470.175,258470.175,30,32,29,2,0,0
389,region_removal,two_opt,619.5261,False,-362978.924,258470.175,258470.175,32,32,35,6,0,2
390,lodging_pressure_removal,reorder,615.809,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
391,long_arc_removal,swap,612.1141,False,-3144.305,258470.175,258470.175,30,32,32,5,0,0
392,region_removal,none,608.4414,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
393,random_removal,none,604.7908,False,244793.352,258470.175,258470.175,30,32,28,2,0,0
394,worst_removal,two_opt,601.162,False,257585.046,258470.175,258470.175,32,32,30,3,0,0
395,long_arc_removal,two_opt,597.5551,False,-113263.604,258470.175,258470.175,32,32,33,4,0,2
396,lodging_pressure_removal,none,593.9697,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
397,worst_removal,none,590.4059,False,247962.494,258470.175,258470.175,29,32,30,1,0,0
398,lodging_pressure_removal,two_opt,586.8635,False,-114884.666,258470.175,258470.175,32,32,33,6,0,1
399,region_removal,reorder,583.3423,False,72411.736,258470.175,258470.175,29,32,29,7,1,1
400,long_arc_removal,swap,579.8423,False,-242175.716,258470.175,258470.175,32,32,34,7,0,0
401,long_arc_removal,reorder,576.3632,False,250072.811,258470.175,258470.175,32,32,29,7,0,1
402,worst_removal,two_opt,572.905,False,128061.328,258470.175,258470.175,31,32,31,5,0,1
403,long_arc_removal,reorder,569.4676,False,224715.8,258470.175,258470.175,27,32,27,4,0,1
404,region_removal,reorder,566.0508,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
405,worst_removal,reorder,562.6545,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
406,region_removal,none,559.2786,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
407,region_removal,two_opt,555.9229,False,119073.97,258470.175,258470.175,30,32,31,7,0,1
408,region_removal,swap,552.5873,False,8519.103,258470.175,258470.175,32,32,32,4,0,0
409,region_removal,none,549.2718,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
410,long_arc_removal,none,545.9762,False,249937.978,258470.175,258470.175,30,32,30,3,0,0
411,lodging_pressure_removal,none,542.7003,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
412,worst_removal,swap,539.4441,False,126031.302,258470.175,258470.175,29,32,31,1,0,0
413,worst_removal,reorder,536.2075,False,244852.41,258470.175,258470.175,30,32,28,4,0,2
414,worst_removal,none,532.9902,False,251088.452,258470.175,258470.175,30,32,30,2,0,0
415,random_removal,none,529.7923,True,258445.654,258445.654,258470.175,32,32,30,2,0,0
416,long_arc_removal,none,526.6135,False,249913.457,258445.654,258470.175,30,32,30,3,0,0
417,random_removal,none,523.4538,False,257419.605,258445.654,258470.175,32,32,30,2,0,1
418,random_removal,reorder,520.3131,False,249372.949,258445.654,258470.175,32,32,29,6,0,2
419,random_removal,swap,517.1912,False,-242203.889,258445.654,258470.175,32,32,34,7,0,0
420,long_arc_removal,reorder,514.0881,False,245407.994,258445.654,258470.175,30,32,29,4,0,2
421,worst_removal,reorder,511.0036,False,249372.949,258445.654,258470.175,32,32,29,6,0,2
422,worst_removal,two_opt,507.9375,False,-3486.579,258445.654,258470.175,29,32,32,3,0,1
423,region_removal,swap,504.8899,False,-134477.994,258445.654,258470.175,32,32,33,6,0,0
424,lodging_pressure_removal,two_opt,501.8606,False,-108564.735,258445.654,258470.175,32,32,33,3,0,0
425,region_removal,reorder,498.8494,False,104364.223,258445.654,258470.175,32,32,31,6,0,3
426,random_removal,two_opt,495.8563,False,253443.929,258445.654,258470.175,31,32,30,2,0,1
427,worst_removal,two_opt,492.8812,False,122731.796,258445.654,258470.175,29,32,31,2,0,1
428,worst_removal,none,489.9239,True,258445.654,258445.654,258470.175,32,32,30,2,0,0
429,region_removal,swap,486.9844,False,-234666.018,258445.654,258470.175,32,32,34,5,0,0
430,region_removal,none,484.0624,False,249078.51,258445.654,258470.175,30,32,28,3,0,0
431,random_removal,two_opt,481.1581,False,11920.627,258445.654,258470.175,32,32,32,3,0,1
432,worst_removal,two_opt,478.2711,False,129840.331,258445.654,258470.175,31,32,31,2,0,2
433,random_removal,none,475.4015,True,258445.654,258445.654,258470.175,32,32,30,2,0,0
434,random_removal,none,472.5491,False,226707.164,258445.654,258470.175,27,32,29,1,0,1
435,random_removal,two_opt,469.7138,False,3738.556,258445.654,258470.175,31,32,32,3,0,2
436,worst_removal,two_opt,466.8955,False,-239184.372,258445.654,258470.175,32,32,34,7,0,1
437,region_removal,swap,464.0941,False,-129046.74,258445.654,258470.175,30,32,33,6,0,0
438,region_removal,two_opt,461.3096,False,134222.001,258445.654,258470.175,32,32,31,4,0,0
439,long_arc_removal,reorder,458.5417,False,249322.861,258445.654,258470.175,32,32,29,6,0,2
440,region_removal,two_opt,455.7905,False,-3217.326,258445.654,258470.175,30,32,32,6,0,1
441,region_removal,swap,453.0557,False,7222.515,258445.654,258470.175,31,32,32,4,0,0
442,random_removal,none,450.3374,False,247711.391,258445.654,258470.175,30,32,30,2,0,0
443,long_arc_removal,reorder,447.6354,False,249372.949,258445.654,258470.175,32,32,29,6,0,2
444,worst_removal,two_opt,444.9495,False,127255.441,258445.654,258470.175,31,32,31,5,0,1
445,long_arc_removal,two_opt,442.2799,False,125882.895,258445.654,258470.175,32,32,31,4,0,1
446,lodging_pressure_removal,swap,439.6262,False,133158.619,258445.654,258470.175,32,32,31,4,0,0
447,random_removal,none,436.9884,True,258445.654,258445.654,258470.175,32,32,30,2,0,0
448,lodging_pressure_removal,swap,434.3665,False,-233138.578,258445.654,258470.175,32,32,34,5,0,0
449,random_removal,swap,431.7603,False,213986.474,258445.654,258470.175,27,32,27,5,0,1
450,region_removal,reorder,429.1697,False,249372.949,258470.175,258470.175,32,32,29,6,0,2
451,random_removal,none,426.5947,False,231837.714,258470.175,258470.175,27,32,26,3,0,0
452,worst_removal,swap,424.0351,False,249488.214,258470.175,258470.175,30,32,30,2,0,1
453,lodging_pressure_removal,swap,421.4909,False,-125711.527,258470.175,258470.175,32,32,33,6,0,0
454,region_removal,swap,418.962,False,-253597.85,258470.175,258470.175,30,32,34,6,0,0
455,lodging_pressure_removal,reorder,416.4482,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
456,lodging_pressure_removal,reorder,413.9495,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
457,random_removal,reorder,411.4658,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
458,region_removal,swap,408.997,False,-241847.21,258470.175,258470.175,31,32,34,5,0,1
459,region_removal,reorder,406.543,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
460,long_arc_removal,none,404.1038,False,230491.186,258470.175,258470.175,27,32,27,1,0,0
461,long_arc_removal,two_opt,401.6792,False,246032.306,258470.175,258470.175,30,32,30,5,0,0
462,random_removal,none,399.2691,False,245077.233,258470.175,258470.175,29,32,30,3,0,0
463,region_removal,reorder,396.8735,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
464,random_removal,two_opt,394.4922,False,-113961.039,258470.175,258470.175,31,32,33,4,0,0
465,worst_removal,two_opt,392.1253,False,-120762.756,258470.175,258470.175,32,32,33,7,0,1
466,lodging_pressure_removal,none,389.7725,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
467,long_arc_removal,two_opt,387.4339,False,135295.188,258470.175,258470.175,32,32,31,3,0,0
468,worst_removal,reorder,385.1093,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
469,lodging_pressure_removal,two_opt,382.7986,False,257444.126,258470.175,258470.175,32,32,30,2,0,1
470,random_removal,none,380.5018,False,249407.982,258470.175,258470.175,30,32,30,2,0,0
471,random_removal,two_opt,378.2188,False,-233951.797,258470.175,258470.175,32,32,34,4,0,0
472,long_arc_removal,reorder,375.9495,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
473,random_removal,reorder,373.6938,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
474,random_removal,two_opt,371.4517,False,243121.252,258470.175,258470.175,30,32,29,3,0,1
475,random_removal,swap,369.2229,False,-479554.615,258470.175,258470.175,32,32,36,4,0,2
476,lodging_pressure_removal,reorder,367.0076,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
477,long_arc_removal,swap,364.8056,False,247405.815,258470.175,258470.175,30,32,30,3,0,1
478,random_removal,none,362.6167,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
479,lodging_pressure_removal,none,360.441,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
480,lodging_pressure_removal,reorder,358.2784,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
481,region_removal,swap,356.1287,False,-237467.183,258470.175,258470.175,32,32,34,4,0,0
482,lodging_pressure_removal,swap,353.9919,False,11836.309,258470.175,258470.175,32,32,32,4,0,0
483,lodging_pressure_removal,reorder,351.868,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
484,worst_removal,reorder,349.7568,False,246227.941,258470.175,258470.175,31,32,28,7,0,1
485,region_removal,two_opt,347.6582,False,-111219.358,258470.175,258470.175,32,32,33,4,0,1
486,worst_removal,swap,345.5723,False,-233964.816,258470.175,258470.175,32,32,34,5,0,0
487,lodging_pressure_removal,none,343.4989,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
488,random_removal,reorder,341.4379,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
489,worst_removal,reorder,339.3892,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
490,long_arc_removal,two_opt,337.3529,False,-238445.365,258470.175,258470.175,32,32,34,6,0,1
491,random_removal,none,335.3288,False,256300.155,258470.175,258470.175,31,32,30,1,0,0
492,region_removal,none,333.3168,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
493,region_removal,reorder,331.3169,False,249372.949,258470.175,258470.175,32,32,29,6,0,2
494,lodging_pressure_removal,two_opt,329.329,False,-237884.706,258470.175,258470.175,32,32,34,5,0,2
495,worst_removal,two_opt,327.353,False,-244765.079,258470.175,258470.175,30,32,34,4,0,0
496,long_arc_removal,two_opt,325.3889,False,228225.64,258470.175,258470.175,27,32,28,2,0,0
497,random_removal,two_opt,323.4366,False,-121553.046,258470.175,258470.175,31,32,33,5,0,1
498,worst_removal,reorder,321.496,False,246227.941,258470.175,258470.175,31,32,28,7,0,1
499,lodging_pressure_removal,none,319.567,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
500,region_removal,reorder,317.6496,False,236407.13,258470.175,258470.175,30,32,28,7,0,1
501,worst_removal,reorder,315.7437,False,243053.914,258470.175,258470.175,29,32,28,4,0,1
502,long_arc_removal,reorder,313.8492,False,250072.811,258470.175,258470.175,32,32,29,7,0,1
503,region_removal,reorder,311.9661,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
504,long_arc_removal,reorder,310.0943,False,224715.8,258470.175,258470.175,27,32,27,4,0,1
505,region_removal,none,308.2338,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
506,random_removal,reorder,306.3844,False,242656.528,258470.175,258470.175,30,32,28,6,0,1
507,long_arc_removal,none,304.5461,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
508,region_removal,none,302.7188,False,251041.813,258470.175,258470.175,31,32,30,2,0,1
509,lodging_pressure_removal,swap,300.9025,False,-357646.304,258470.175,258470.175,32,32,35,5,0,1
510,region_removal,reorder,299.0971,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
511,worst_removal,none,297.3025,False,251156.928,258470.175,258470.175,30,32,30,2,0,0
512,region_removal,none,295.5187,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
513,region_removal,two_opt,293.7455,False,-240643.977,258470.175,258470.175,32,32,34,6,0,1
514,worst_removal,swap,291.9831,False,124850.794,258470.175,258470.175,29,32,31,2,0,0
515,region_removal,none,290.2312,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
516,lodging_pressure_removal,none,288.4898,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
517,random_removal,swap,286.7589,False,-127416.199,258470.175,258470.175,30,32,33,7,0,0
518,long_arc_removal,none,285.0383,False,255036.794,258470.175,258470.175,32,32,30,3,0,0
519,random_removal,swap,283.3281,False,-243046.863,258470.175,258470.175,32,32,34,6,0,0
520,worst_removal,two_opt,281.6281,False,122206.674,258470.175,258470.175,30,32,31,3,0,1
521,random_removal,none,279.9383,False,245273.884,258470.175,258470.175,30,32,29,3,0,0
522,worst_removal,none,278.2587,False,252158.942,258470.175,258470.175,30,32,30,1,0,0
523,worst_removal,two_opt,276.5891,False,-121403.818,258470.175,258470.175,30,32,33,5,0,2
524,random_removal,reorder,274.9296,False,248287.598,258470.175,258470.175,31,32,28,6,0,1
525,region_removal,reorder,273.28,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
526,lodging_pressure_removal,two_opt,271.6404,False,-239404.466,258470.175,258470.175,32,32,34,6,0,1
527,worst_removal,swap,270.0105,False,-135724.751,258470.175,258470.175,27,32,33,6,0,1
528,long_arc_removal,swap,268.3905,False,9297.348,258470.175,258470.175,32,32,32,5,0,0
529,lodging_pressure_removal,swap,266.7801,True,258461.866,258461.866,258470.175,32,32,30,2,0,0
530,lodging_pressure_removal,reorder,265.1794,False,250122.899,258461.866,258470.175,32,32,29,7,0,1
531,worst_removal,two_opt,263.5884,False,252146.601,258461.866,258470.175,30,32,30,1,0,0
532,lodging_pressure_removal,swap,262.0068,False,-357966.441,258461.866,258470.175,32,32,35,4,0,0
533,random_removal,two_opt,260.4348,False,-247148.268,258461.866,258470.175,31,32,34,6,0,0
534,random_removal,none,258.8722,False,252251.105,258461.866,258470.175,31,32,30,3,0,0
535,worst_removal,swap,257.3189,False,-369876.727,258461.866,258470.175,30,32,35,5,0,0
536,lodging_pressure_removal,two_opt,255.775,False,-114366.977,258461.866,258470.175,32,32,33,6,0,1
537,long_arc_removal,two_opt,254.2404,False,127715.338,258461.866,258470.175,31,32,31,4,0,1
538,long_arc_removal,two_opt,252.7149,False,11461.263,258461.866,258470.175,32,32,32,4,0,0
539,region_removal,swap,251.1986,False,-125719.836,258461.866,258470.175,32,32,33,6,0,0
540,worst_removal,reorder,249.6915,False,240670.159,258470.175,258470.175,29,32,28,6,0,1
541,random_removal,none,248.1933,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
542,long_arc_removal,two_opt,246.7041,False,-239751.572,258470.175,258470.175,32,32,34,6,0,1
543,worst_removal,none,245.2239,False,247962.494,258470.175,258470.175,29,32,30,1,0,0
544,worst_removal,swap,243.7526,False,81950.01,258470.175,258470.175,29,32,30,1,1,0
545,lodging_pressure_removal,none,242.2901,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
546,lodging_pressure_removal,two_opt,240.8363,False,11142.888,258470.175,258470.175,32,32,32,2,0,2
547,lodging_pressure_removal,two_opt,239.3913,False,-114623.426,258470.175,258470.175,32,32,33,6,0,1
548,lodging_pressure_removal,none,237.955,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
549,long_arc_removal,reorder,236.5272,False,250072.811,258470.175,258470.175,32,32,29,7,0,1
550,region_removal,reorder,235.1081,False,249372.949,258470.175,258470.175,32,32,29,6,0,2
551,lodging_pressure_removal,none,233.6974,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
552,region_removal,two_opt,232.2952,False,-113642.226,258470.175,258470.175,32,32,33,6,0,1
553,lodging_pressure_removal,reorder,230.9015,False,250122.899,258470.175,258470.175,32,32,29,7,0,1
554,lodging_pressure_removal,none,229.516,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
555,long_arc_removal,swap,228.139,False,253980.733,258470.175,258470.175,32,32,30,4,0,0
556,random_removal,none,226.7701,False,250823.716,258470.175,258470.175,30,32,29,3,0,0
557,random_removal,two_opt,225.4095,True,258464.69,258464.69,258470.175,32,32,30,2,0,0
558,worst_removal,two_opt,224.057,False,245162.584,258464.69,258470.175,30,32,30,4,0,0
559,lodging_pressure_removal,reorder,222.7127,False,249983.746,258464.69,258470.175,32,32,29,7,0,1
560,random_removal,reorder,221.3764,False,249983.746,258464.69,258470.175,32,32,29,7,0,1
561,random_removal,swap,220.0482,False,-13812.945,258464.69,258470.175,30,32,32,5,0,0
562,long_arc_removal,two_opt,218.7279,False,10628.061,258464.69,258470.175,32,32,32,3,0,1
563,long_arc_removal,swap,217.4155,False,-243769.968,258464.69,258470.175,32,32,34,6,0,0
564,lodging_pressure_removal,reorder,216.111,False,249983.746,258464.69,258470.175,32,32,29,7,0,1
565,long_arc_removal,two_opt,214.8143,False,-118302.807,258464.69,258470.175,32,32,33,6,0,1
566,lodging_pressure_removal,two_opt,213.5255,False,11913.846,258464.69,258470.175,32,32,32,3,0,1
567,region_removal,two_opt,212.2443,False,10867.49,258464.69,258470.175,32,32,32,5,0,0
568,region_removal,swap,210.9708,False,-374288.82,258464.69,258470.175,32,32,35,5,0,1
569,lodging_pressure_removal,none,209.705,True,258464.69,258464.69,258470.175,32,32,30,2,0,0
570,long_arc_removal,reorder,208.4468,False,243959.131,258464.69,258470.175,30,32,29,6,0,1
571,random_removal,reorder,207.1961,False,249983.746,258464.69,258470.175,32,32,29,7,0,1
572,region_removal,two_opt,205.9529,False,-239573.507,258464.69,258470.175,32,32,34,6,0,2
573,lodging_pressure_removal,two_opt,204.7172,False,10898.152,258464.69,258470.175,32,32,32,3,0,1
574,region_removal,none,203.4889,True,258470.175,258470.175,258470.175,32,32,30,2,0,0
575,lodging_pressure_removal,swap,202.268,True,258456.437,258456.437,258470.175,32,32,30,2,0,0
576,random_removal,none,201.0544,False,254742.862,258456.437,258470.175,31,32,30,2,0,0
577,worst_removal,reorder,199.848,False,244709.508,258456.437,258470.175,30,32,29,4,0,2
