from_spot_id,from_spot_name,from_lng,from_lat,to_spot_id,to_spot_name,to_lng,to_lat,amap_origin_id,amap_dest_batch_index,driving_distance_km,driving_duration_hours,driving_duration_minutes,source_id
P036,北庭故城遗址,89.206249,44.06673,P020,白哈巴村,86.783604,48.699657,36,20,760.536,9.355,561.3,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P020,白哈巴村,86.783604,48.699657,37,20,1916.422,23.071,1384.2,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P020,白哈巴村,86.783604,48.699657,38,20,1626.122,20.418,1225.0,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P020,白哈巴村,86.783604,48.699657,39,20,1917.819,23.173,1390.4,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P020,白哈巴村,86.783604,48.699657,40,20,2070.043,23.172,1390.3,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P021,可可托海,89.884211,47.222081,1,21,465.136,5.226,313.6,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P021,可可托海,89.884211,47.222081,2,21,625.212,6.861,411.6,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P021,可可托海,89.884211,47.222081,3,21,746.467,8.53,511.8,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P021,可可托海,89.884211,47.222081,4,21,724.809,8.191,491.5,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P021,可可托海,89.884211,47.222081,5,21,721.235,8.213,492.8,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P021,可可托海,89.884211,47.222081,6,21,729.062,8.452,507.1,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P021,可可托海,89.884211,47.222081,7,21,1845.939,19.683,1181.0,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P021,可可托海,89.884211,47.222081,8,21,1027.655,10.619,637.1,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P021,可可托海,89.884211,47.222081,9,21,985.0,13.107,786.5,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P021,可可托海,89.884211,47.222081,10,21,1189.871,15.548,932.9,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P021,可可托海,89.884211,47.222081,11,21,756.858,8.908,534.5,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P021,可可托海,89.884211,47.222081,12,21,726.71,8.282,496.9,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P021,可可托海,89.884211,47.222081,13,21,765.64,8.852,531.1,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P021,可可托海,89.884211,47.222081,14,21,1088.095,11.423,685.4,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P021,可可托海,89.884211,47.222081,15,21,1228.406,17.555,1053.3,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P021,可可托海,89.884211,47.222081,16,21,1297.38,16.863,1011.8,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P021,可可托海,89.884211,47.222081,17,21,1053.373,10.853,651.2,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P021,可可托海,89.884211,47.222081,18,21,488.645,7.704,462.3,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P021,可可托海,89.884211,47.222081,19,21,471.709,7.189,431.3,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P021,可可托海,89.884211,47.222081,20,21,459.556,7.05,423.0,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P021,可可托海,89.884211,47.222081,21,21,0.001,0.0,0.0,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P021,可可托海,89.884211,47.222081,22,21,340.099,4.972,298.3,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P021,可可托海,89.884211,47.222081,23,21,478.765,5.36,321.6,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P021,可可托海,89.884211,47.222081,24,21,1844.679,19.651,1179.0,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P021,可可托海,89.884211,47.222081,25,21,1844.059,19.624,1177.5,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P021,可可托海,89.884211,47.222081,26,21,1843.495,19.512,1170.7,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P021,可可托海,89.884211,47.222081,27,21,2028.261,22.35,1341.0,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P021,可可托海,89.884211,47.222081,28,21,2128.208,23.666,1420.0,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P021,可可托海,89.884211,47.222081,29,21,1115.128,14.892,893.5,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P021,可可托海,89.884211,47.222081,30,21,1141.382,12.607,756.4,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P021,可可托海,89.884211,47.222081,31,21,1196.756,13.589,815.4,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P021,可可托海,89.884211,47.222081,32,21,868.761,10.515,630.9,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P021,可可托海,89.884211,47.222081,33,21,925.439,11.614,696.9,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P021,可可托海,89.884211,47.222081,34,21,932.672,10.666,640.0,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P021,可可托海,89.884211,47.222081,35,21,522.722,5.946,356.8,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P021,可可托海,89.884211,47.222081,36,21,431.225,5.188,311.3,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P021,可可托海,89.884211,47.222081,37,21,1788.603,20.925,1255.5,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P021,可可托海,89.884211,47.222081,38,21,1498.303,18.206,1092.3,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P021,可可托海,89.884211,47.222081,39,21,1790.0,21.007,1260.4,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P021,可可托海,89.884211,47.222081,40,21,1942.224,21.085,1265.1,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P022,五彩滩,86.680702,47.837537,1,22,539.369,6.083,365.0,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P022,五彩滩,86.680702,47.837537,2,22,639.777,7.231,433.9,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P022,五彩滩,86.680702,47.837537,3,22,761.032,8.743,524.6,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P022,五彩滩,86.680702,47.837537,4,22,739.374,8.415,504.9,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P022,五彩滩,86.680702,47.837537,5,22,735.8,8.427,505.6,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P022,五彩滩,86.680702,47.837537,6,22,743.627,8.674,520.5,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P022,五彩滩,86.680702,47.837537,7,22,1854.423,19.563,1173.8,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P022,五彩滩,86.680702,47.837537,8,22,788.948,8.438,506.3,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P022,五彩滩,86.680702,47.837537,9,22,733.469,10.717,643.0,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P022,五彩滩,86.680702,47.837537,10,22,951.164,13.402,804.1,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P022,五彩滩,86.680702,47.837537,11,22,771.423,9.132,547.9,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P022,五彩滩,86.680702,47.837537,12,22,741.275,8.491,509.4,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P022,五彩滩,86.680702,47.837537,13,22,780.205,9.077,544.6,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P022,五彩滩,86.680702,47.837537,14,22,849.388,9.235,554.1,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P022,五彩滩,86.680702,47.837537,15,22,989.699,15.408,924.5,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P022,五彩滩,86.680702,47.837537,16,22,1058.673,14.698,881.9,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P022,五彩滩,86.680702,47.837537,17,22,814.666,8.661,519.7,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P022,五彩滩,86.680702,47.837537,18,22,171.742,3.227,193.6,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P022,五彩滩,86.680702,47.837537,19,22,154.806,2.718,163.1,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P022,五彩滩,86.680702,47.837537,20,22,142.653,2.553,153.2,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P022,五彩滩,86.680702,47.837537,21,22,339.479,5.095,305.7,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P022,五彩滩,86.680702,47.837537,22,22,0.001,0.0,0.0,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P022,五彩滩,86.680702,47.837537,23,22,240.058,3.174,190.4,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P022,五彩滩,86.680702,47.837537,24,22,1853.163,19.513,1170.8,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P022,五彩滩,86.680702,47.837537,25,22,1852.543,19.5,1170.0,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P022,五彩滩,86.680702,47.837537,26,22,1851.979,19.41,1164.6,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P022,五彩滩,86.680702,47.837537,27,22,2036.745,22.338,1340.3,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P022,五彩滩,86.680702,47.837537,28,22,2136.692,23.689,1421.3,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P022,五彩滩,86.680702,47.837537,29,22,951.636,14.24,854.4,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P022,五彩滩,86.680702,47.837537,30,22,1149.866,12.516,751.0,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P022,五彩滩,86.680702,47.837537,31,22,1031.957,15.563,933.8,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P022,五彩滩,86.680702,47.837537,32,22,877.245,10.634,638.0,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P022,五彩滩,86.680702,47.837537,33,22,761.947,11.131,667.9,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P022,五彩滩,86.680702,47.837537,34,22,941.156,10.67,640.2,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P022,五彩滩,86.680702,47.837537,35,22,701.827,7.721,463.2,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P022,五彩滩,86.680702,47.837537,36,22,641.201,7.115,426.9,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P022,五彩滩,86.680702,47.837537,37,22,1797.087,20.902,1254.1,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P022,五彩滩,86.680702,47.837537,38,22,1506.787,18.263,1095.8,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P022,五彩滩,86.680702,47.837537,39,22,1798.484,20.983,1259.0,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P022,五彩滩,86.680702,47.837537,40,22,1950.708,21.021,1261.3,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P023,世界魔鬼城,85.733205,46.135149,1,23,472.124,4.878,292.7,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P023,世界魔鬼城,85.733205,46.135149,2,23,522.615,5.36,321.6,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P023,世界魔鬼城,85.733205,46.135149,3,23,643.87,7.072,424.4,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P023,世界魔鬼城,85.733205,46.135149,4,23,622.212,6.735,404.1,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P023,世界魔鬼城,85.733205,46.135149,5,23,618.638,6.753,405.2,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P023,世界魔鬼城,85.733205,46.135149,6,23,626.465,6.987,419.2,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P023,世界魔鬼城,85.733205,46.135149,7,23,1470.602,19.764,1185.8,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P023,世界魔鬼城,85.733205,46.135149,8,23,552.969,5.763,345.8,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P023,世界魔鬼城,85.733205,46.135149,9,23,497.49,8.06,483.6,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P023,世界魔鬼城,85.733205,46.135149,10,23,715.185,10.68,640.8,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P023,世界魔鬼城,85.733205,46.135149,11,23,654.261,7.451,447.1,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P023,世界魔鬼城,85.733205,46.135149,12,23,624.113,6.808,408.5,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P023,世界魔鬼城,85.733205,46.135149,13,23,663.043,7.371,442.3,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P023,世界魔鬼城,85.733205,46.135149,14,23,613.409,6.547,392.8,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P023,世界魔鬼城,85.733205,46.135149,15,23,753.72,12.713,762.8,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P023,世界魔鬼城,85.733205,46.135149,16,23,822.694,11.974,718.4,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P023,世界魔鬼城,85.733205,46.135149,17,23,578.687,5.974,358.4,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P023,世界魔鬼城,85.733205,46.135149,18,23,387.011,5.797,347.8,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P023,世界魔鬼城,85.733205,46.135149,19,23,370.075,5.317,319.0,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P023,世界魔鬼城,85.733205,46.135149,20,23,357.922,5.137,308.2,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P023,世界魔鬼城,85.733205,46.135149,21,23,461.893,5.63,337.8,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P023,世界魔鬼城,85.733205,46.135149,22,23,238.465,3.072,184.3,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P023,世界魔鬼城,85.733205,46.135149,23,23,0.001,0.0,0.0,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P023,世界魔鬼城,85.733205,46.135149,24,23,1469.342,19.728,1183.7,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P023,世界魔鬼城,85.733205,46.135149,25,23,1468.722,19.675,1180.5,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P023,世界魔鬼城,85.733205,46.135149,26,23,1468.158,19.635,1178.1,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P023,世界魔鬼城,85.733205,46.135149,27,23,1652.924,22.59,1355.4,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P023,世界魔鬼城,85.733205,46.135149,28,23,1752.871,23.972,1438.3,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P023,世界魔鬼城,85.733205,46.135149,29,23,715.657,11.569,694.1,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P023,世界魔鬼城,85.733205,46.135149,30,23,777.979,12.671,760.2,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P023,世界魔鬼城,85.733205,46.135149,31,23,795.978,12.884,773.0,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P023,世界魔鬼城,85.733205,46.135149,32,23,748.378,8.787,527.2,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P023,世界魔鬼城,85.733205,46.135149,33,23,525.968,8.467,508.0,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P023,世界魔鬼城,85.733205,46.135149,34,23,812.289,8.928,535.7,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P023,世界魔鬼城,85.733205,46.135149,35,23,634.582,6.635,398.1,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P023,世界魔鬼城,85.733205,46.135149,36,23,573.956,5.891,353.5,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P023,世界魔鬼城,85.733205,46.135149,37,23,1430.538,20.854,1251.2,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P023,世界魔鬼城,85.733205,46.135149,38,23,1377.92,16.472,988.3,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P023,世界魔鬼城,85.733205,46.135149,39,23,1431.935,20.962,1257.8,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P023,世界魔鬼城,85.733205,46.135149,40,23,1566.887,21.239,1274.3,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P024,喀什古城,75.994657,39.475323,1,24,1387.504,14.796,887.7,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P024,喀什古城,75.994657,39.475323,2,24,1381.212,14.537,872.2,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P024,喀什古城,75.994657,39.475323,3,24,1378.279,15.708,942.5,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P024,喀什古城,75.994657,39.475323,4,24,1359.27,15.51,930.6,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P024,喀什古城,75.994657,39.475323,5,24,1346.72,15.133,908.0,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P024,喀什古城,75.994657,39.475323,6,24,1353.737,15.305,918.3,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P024,喀什古城,75.994657,39.475323,7,24,3.154,0.198,11.9,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P024,喀什古城,75.994657,39.475323,8,24,1425.198,17.431,1045.8,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P024,喀什古城,75.994657,39.475323,9,24,1045.582,13.329,799.7,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P024,喀什古城,75.994657,39.475323,10,24,1314.063,17.053,1023.2,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P024,喀什古城,75.994657,39.475323,11,24,1383.854,16.252,975.1,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P024,喀什古城,75.994657,39.475323,12,24,1350.578,15.24,914.4,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P024,喀什古城,75.994657,39.475323,13,24,1397.452,16.127,967.6,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P024,喀什古城,75.994657,39.475323,14,24,1360.547,16.427,985.6,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P024,喀什古城,75.994657,39.475323,15,24,1352.598,19.128,1147.7,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P024,喀什古城,75.994657,39.475323,16,24,1421.572,18.396,1103.8,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P024,喀什古城,75.994657,39.475323,17,24,1461.566,17.837,1070.2,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P024,喀什古城,75.994657,39.475323,18,24,1998.519,22.309,1338.5,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P024,喀什古城,75.994657,39.475323,19,24,1981.583,21.649,1298.9,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P024,喀什古城,75.994657,39.475323,20,24,1969.43,21.489,1289.4,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P024,喀什古城,75.994657,39.475323,21,24,1843.621,19.639,1178.3,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P024,喀什古城,75.994657,39.475323,22,24,1849.973,19.393,1163.6,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P024,喀什古城,75.994657,39.475323,23,24,1477.99,19.486,1169.1,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P024,喀什古城,75.994657,39.475323,24,24,0.001,0.0,0.0,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P024,喀什古城,75.994657,39.475323,25,24,2.175,0.151,9.1,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P024,喀什古城,75.994657,39.475323,26,24,4.372,0.262,15.7,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P024,喀什古城,75.994657,39.475323,27,24,181.958,3.489,209.3,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P024,喀什古城,75.994657,39.475323,28,24,281.905,4.964,297.9,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P024,喀什古城,75.994657,39.475323,29,24,766.365,8.129,487.7,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P024,喀什古城,75.994657,39.475323,30,24,707.584,7.193,431.6,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P024,喀什古城,75.994657,39.475323,31,24,696.908,7.561,453.6,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P024,喀什古城,75.994657,39.475323,32,24,1093.08,12.041,722.5,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P024,喀什古城,75.994657,39.475323,33,24,955.376,11.2,672.0,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P024,喀什古城,75.994657,39.475323,34,24,1091.923,12.312,738.7,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P024,喀什古城,75.994657,39.475323,35,24,1549.962,16.702,1002.1,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P024,喀什古城,75.994657,39.475323,36,24,1489.336,15.924,955.4,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P024,喀什古城,75.994657,39.475323,37,24,497.183,5.74,344.4,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P024,喀什古城,75.994657,39.475323,38,24,863.112,10.119,607.1,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P024,喀什古城,75.994657,39.475323,39,24,493.349,5.7,342.0,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P024,喀什古城,75.994657,39.475323,40,24,95.921,2.143,128.6,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P025,艾提尕尔清真寺,75.987867,39.472577,1,25,1387.449,14.777,886.6,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P025,艾提尕尔清真寺,75.987867,39.472577,2,25,1381.157,14.518,871.0,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P025,艾提尕尔清真寺,75.987867,39.472577,3,25,1378.224,15.678,940.7,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P025,艾提尕尔清真寺,75.987867,39.472577,4,25,1359.215,15.484,929.0,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P025,艾提尕尔清真寺,75.987867,39.472577,5,25,1346.665,15.11,906.6,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P025,艾提尕尔清真寺,75.987867,39.472577,6,25,1353.682,15.278,916.7,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P025,艾提尕尔清真寺,75.987867,39.472577,7,25,3.734,0.225,13.5,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P025,艾提尕尔清真寺,75.987867,39.472577,8,25,1425.143,17.41,1044.6,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P025,艾提尕尔清真寺,75.987867,39.472577,9,25,1045.527,13.3,798.0,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P025,艾提尕尔清真寺,75.987867,39.472577,10,25,1314.008,17.021,1021.3,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P025,艾提尕尔清真寺,75.987867,39.472577,11,25,1383.799,16.219,973.2,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P025,艾提尕尔清真寺,75.987867,39.472577,12,25,1350.523,15.214,912.9,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P025,艾提尕尔清真寺,75.987867,39.472577,13,25,1397.397,16.098,965.9,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P025,艾提尕尔清真寺,75.987867,39.472577,14,25,1360.492,16.404,984.2,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P025,艾提尕尔清真寺,75.987867,39.472577,15,25,1352.543,19.107,1146.4,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P025,艾提尕尔清真寺,75.987867,39.472577,16,25,1421.517,18.367,1102.0,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P025,艾提尕尔清真寺,75.987867,39.472577,17,25,1461.511,17.818,1069.1,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P025,艾提尕尔清真寺,75.987867,39.472577,18,25,1998.464,22.296,1337.8,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P025,艾提尕尔清真寺,75.987867,39.472577,19,25,1981.528,21.645,1298.7,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P025,艾提尕尔清真寺,75.987867,39.472577,20,25,1969.375,21.487,1289.2,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P025,艾提尕尔清真寺,75.987867,39.472577,21,25,1843.566,19.62,1177.2,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P025,艾提尕尔清真寺,75.987867,39.472577,22,25,1849.918,19.389,1163.4,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P025,艾提尕尔清真寺,75.987867,39.472577,23,25,1477.935,19.473,1168.4,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P025,艾提尕尔清真寺,75.987867,39.472577,24,25,3.119,0.195,11.7,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P025,艾提尕尔清真寺,75.987867,39.472577,25,25,0.37,0.038,2.3,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P025,艾提尕尔清真寺,75.987867,39.472577,26,25,4.952,0.287,17.2,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P025,艾提尕尔清真寺,75.987867,39.472577,27,25,181.38,3.447,206.8,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P025,艾提尕尔清真寺,75.987867,39.472577,28,25,281.327,4.918,295.1,AMAP_DISTANCE_API
