scenario_id,trial,external_multicity_premium_yuan_for_two,open_gateway_effective_cost_yuan_for_two,rooted_effective_cost_yuan_for_two,open_gateway_savings_yuan_for_two,chosen_policy
optimistic_multicity,1,185.99,3178.68,4340.68,1162.0,open_gateway
optimistic_multicity,2,1083.41,4076.1,4340.68,264.58,open_gateway
optimistic_multicity,3,390.68,3383.37,4340.68,957.31,open_gateway
optimistic_multicity,4,490.02,3482.71,4340.68,857.97,open_gateway
optimistic_multicity,5,478.63,3471.32,4340.68,869.36,open_gateway
optimistic_multicity,6,1067.31,4060.0,4340.68,280.68,open_gateway
optimistic_multicity,7,1027.02,4019.71,4340.68,320.97,open_gateway
optimistic_multicity,8,506.19,3498.88,4340.68,841.8,open_gateway
optimistic_multicity,9,635.64,3628.33,4340.68,712.35,open_gateway
optimistic_multicity,10,964.0,3956.69,4340.68,383.99,open_gateway
optimistic_multicity,11,590.78,3583.47,4340.68,757.21,open_gateway
optimistic_multicity,12,265.19,3257.88,4340.68,1082.8,open_gateway
optimistic_multicity,13,742.86,3735.55,4340.68,605.13,open_gateway
optimistic_multicity,14,319.49,3312.18,4340.68,1028.5,open_gateway
optimistic_multicity,15,317.8,3310.49,4340.68,1030.19,open_gateway
optimistic_multicity,16,503.09,3495.78,4340.68,844.9,open_gateway
optimistic_multicity,17,204.64,3197.33,4340.68,1143.35,open_gateway
optimistic_multicity,18,670.24,3662.93,4340.68,677.75,open_gateway
optimistic_multicity,19,305.36,3298.05,4340.68,1042.63,open_gateway
optimistic_multicity,20,672.57,3665.26,4340.68,675.42,open_gateway
optimistic_multicity,21,530.01,3522.7,4340.68,817.98,open_gateway
optimistic_multicity,22,1339.13,4331.82,4340.68,8.86,open_gateway
optimistic_multicity,23,484.75,3477.44,4340.68,863.24,open_gateway
optimistic_multicity,24,859.85,3852.54,4340.68,488.14,open_gateway
optimistic_multicity,25,1146.13,4138.82,4340.68,201.86,open_gateway
optimistic_multicity,26,735.31,3728.0,4340.68,612.68,open_gateway
optimistic_multicity,27,19.92,3012.61,4340.68,1328.07,open_gateway
optimistic_multicity,28,506.39,3499.08,4340.68,841.6,open_gateway
optimistic_multicity,29,677.07,3669.76,4340.68,670.92,open_gateway
optimistic_multicity,30,1062.24,4054.93,4340.68,285.75,open_gateway
optimistic_multicity,31,924.62,3917.31,4340.68,423.37,open_gateway
optimistic_multicity,32,814.4,3807.09,4340.68,533.59,open_gateway
optimistic_multicity,33,671.63,3664.32,4340.68,676.36,open_gateway
optimistic_multicity,34,1086.56,4079.25,4340.68,261.43,open_gateway
optimistic_multicity,35,1217.51,4210.2,4340.68,130.48,open_gateway
optimistic_multicity,36,637.34,3630.03,4340.68,710.65,open_gateway
optimistic_multicity,37,253.46,3246.15,4340.68,1094.53,open_gateway
optimistic_multicity,38,1340.02,4332.71,4340.68,7.97,open_gateway
optimistic_multicity,39,387.82,3380.51,4340.68,960.17,open_gateway
optimistic_multicity,40,523.84,3516.53,4340.68,824.15,open_gateway
optimistic_multicity,41,360.78,3353.47,4340.68,987.21,open_gateway
optimistic_multicity,42,694.06,3686.75,4340.68,653.93,open_gateway
optimistic_multicity,43,65.66,3058.35,4340.68,1282.33,open_gateway
optimistic_multicity,44,312.16,3304.85,4340.68,1035.83,open_gateway
optimistic_multicity,45,211.71,3204.4,4340.68,1136.28,open_gateway
optimistic_multicity,46,144.9,3137.59,4340.68,1203.09,open_gateway
optimistic_multicity,47,444.45,3437.14,4340.68,903.54,open_gateway
optimistic_multicity,48,279.27,3271.96,4340.68,1068.72,open_gateway
optimistic_multicity,49,876.41,3869.1,4340.68,471.58,open_gateway
optimistic_multicity,50,1295.05,4287.74,4340.68,52.94,open_gateway
optimistic_multicity,51,1019.28,4011.97,4340.68,328.71,open_gateway
optimistic_multicity,52,971.84,3964.53,4340.68,376.15,open_gateway
optimistic_multicity,53,416.56,3409.25,4340.68,931.43,open_gateway
optimistic_multicity,54,524.79,3517.48,4340.68,823.2,open_gateway
optimistic_multicity,55,970.93,3963.62,4340.68,377.06,open_gateway
optimistic_multicity,56,1248.38,4241.07,4340.68,99.61,open_gateway
optimistic_multicity,57,614.22,3606.91,4340.68,733.77,open_gateway
optimistic_multicity,58,975.57,3968.26,4340.68,372.42,open_gateway
optimistic_multicity,59,790.37,3783.06,4340.68,557.62,open_gateway
optimistic_multicity,60,991.14,3983.83,4340.68,356.85,open_gateway
optimistic_multicity,61,407.08,3399.77,4340.68,940.91,open_gateway
optimistic_multicity,62,275.67,3268.36,4340.68,1072.32,open_gateway
optimistic_multicity,63,58.67,3051.36,4340.68,1289.32,open_gateway
optimistic_multicity,64,640.59,3633.28,4340.68,707.4,open_gateway
optimistic_multicity,65,678.42,3671.11,4340.68,669.57,open_gateway
optimistic_multicity,66,1000.9,3993.59,4340.68,347.09,open_gateway
optimistic_multicity,67,1279.6,4272.29,4340.68,68.39,open_gateway
optimistic_multicity,68,917.04,3909.73,4340.68,430.95,open_gateway
optimistic_multicity,69,413.01,3405.7,4340.68,934.98,open_gateway
optimistic_multicity,70,1286.49,4279.18,4340.68,61.5,open_gateway
optimistic_multicity,71,848.13,3840.82,4340.68,499.86,open_gateway
optimistic_multicity,72,606.72,3599.41,4340.68,741.27,open_gateway
optimistic_multicity,73,343.47,3336.16,4340.68,1004.52,open_gateway
optimistic_multicity,74,459.14,3451.83,4340.68,888.85,open_gateway
optimistic_multicity,75,957.03,3949.72,4340.68,390.96,open_gateway
optimistic_multicity,76,566.35,3559.04,4340.68,781.64,open_gateway
optimistic_multicity,77,90.92,3083.61,4340.68,1257.07,open_gateway
optimistic_multicity,78,666.23,3658.92,4340.68,681.76,open_gateway
optimistic_multicity,79,283.06,3275.75,4340.68,1064.93,open_gateway
optimistic_multicity,80,259.1,3251.79,4340.68,1088.89,open_gateway
optimistic_multicity,81,387.64,3380.33,4340.68,960.35,open_gateway
optimistic_multicity,82,329.03,3321.72,4340.68,1018.96,open_gateway
optimistic_multicity,83,252.29,3244.98,4340.68,1095.7,open_gateway
optimistic_multicity,84,1023.14,4015.83,4340.68,324.85,open_gateway
optimistic_multicity,85,733.58,3726.27,4340.68,614.41,open_gateway
optimistic_multicity,86,553.11,3545.8,4340.68,794.88,open_gateway
optimistic_multicity,87,969.07,3961.76,4340.68,378.92,open_gateway
optimistic_multicity,88,109.63,3102.32,4340.68,1238.36,open_gateway
optimistic_multicity,89,1253.58,4246.27,4340.68,94.41,open_gateway
optimistic_multicity,90,826.78,3819.47,4340.68,521.21,open_gateway
optimistic_multicity,91,481.67,3474.36,4340.68,866.32,open_gateway
optimistic_multicity,92,1023.93,4016.62,4340.68,324.06,open_gateway
optimistic_multicity,93,597.72,3590.41,4340.68,750.27,open_gateway
optimistic_multicity,94,100.34,3093.03,4340.68,1247.65,open_gateway
optimistic_multicity,95,929.26,3921.95,4340.68,418.73,open_gateway
optimistic_multicity,96,783.09,3775.78,4340.68,564.9,open_gateway
optimistic_multicity,97,381.54,3374.23,4340.68,966.45,open_gateway
optimistic_multicity,98,729.81,3722.5,4340.68,618.18,open_gateway
optimistic_multicity,99,537.2,3529.89,4340.68,810.79,open_gateway
optimistic_multicity,100,566.63,3559.32,4340.68,781.36,open_gateway
optimistic_multicity,101,391.3,3383.99,4340.68,956.69,open_gateway
optimistic_multicity,102,1059.93,4052.62,4340.68,288.06,open_gateway
optimistic_multicity,103,1135.26,4127.95,4340.68,212.73,open_gateway
optimistic_multicity,104,839.71,3832.4,4340.68,508.28,open_gateway
optimistic_multicity,105,396.59,3389.28,4340.68,951.4,open_gateway
optimistic_multicity,106,212.24,3204.93,4340.68,1135.75,open_gateway
optimistic_multicity,107,1089.7,4082.39,4340.68,258.29,open_gateway
optimistic_multicity,108,1403.2,4395.89,4340.68,-55.21,urumqi_rooted
optimistic_multicity,109,547.68,3540.37,4340.68,800.31,open_gateway
optimistic_multicity,110,691.75,3684.44,4340.68,656.24,open_gateway
optimistic_multicity,111,306.28,3298.97,4340.68,1041.71,open_gateway
optimistic_multicity,112,948.2,3940.89,4340.68,399.79,open_gateway
optimistic_multicity,113,793.7,3786.39,4340.68,554.29,open_gateway
optimistic_multicity,114,245.91,3238.6,4340.68,1102.08,open_gateway
optimistic_multicity,115,567.09,3559.78,4340.68,780.9,open_gateway
optimistic_multicity,116,672.44,3665.13,4340.68,675.55,open_gateway
optimistic_multicity,117,688.96,3681.65,4340.68,659.03,open_gateway
optimistic_multicity,118,949.15,3941.84,4340.68,398.84,open_gateway
optimistic_multicity,119,1190.87,4183.56,4340.68,157.12,open_gateway
optimistic_multicity,120,354.0,3346.69,4340.68,993.99,open_gateway
optimistic_multicity,121,348.12,3340.81,4340.68,999.87,open_gateway
optimistic_multicity,122,868.09,3860.78,4340.68,479.9,open_gateway
optimistic_multicity,123,560.65,3553.34,4340.68,787.34,open_gateway
optimistic_multicity,124,246.92,3239.61,4340.68,1101.07,open_gateway
optimistic_multicity,125,464.72,3457.41,4340.68,883.27,open_gateway
optimistic_multicity,126,126.69,3119.38,4340.68,1221.3,open_gateway
optimistic_multicity,127,542.97,3535.66,4340.68,805.02,open_gateway
optimistic_multicity,128,638.83,3631.52,4340.68,709.16,open_gateway
optimistic_multicity,129,1082.99,4075.68,4340.68,265.0,open_gateway
optimistic_multicity,130,453.19,3445.88,4340.68,894.8,open_gateway
optimistic_multicity,131,500.88,3493.57,4340.68,847.11,open_gateway
optimistic_multicity,132,111.19,3103.88,4340.68,1236.8,open_gateway
optimistic_multicity,133,335.72,3328.41,4340.68,1012.27,open_gateway
optimistic_multicity,134,510.29,3502.98,4340.68,837.7,open_gateway
optimistic_multicity,135,594.91,3587.6,4340.68,753.08,open_gateway
optimistic_multicity,136,234.16,3226.85,4340.68,1113.83,open_gateway
optimistic_multicity,137,460.79,3453.48,4340.68,887.2,open_gateway
optimistic_multicity,138,992.43,3985.12,4340.68,355.56,open_gateway
optimistic_multicity,139,568.5,3561.19,4340.68,779.49,open_gateway
optimistic_multicity,140,1188.75,4181.44,4340.68,159.24,open_gateway
optimistic_multicity,141,874.21,3866.9,4340.68,473.78,open_gateway
optimistic_multicity,142,800.92,3793.61,4340.68,547.07,open_gateway
optimistic_multicity,143,367.7,3360.39,4340.68,980.29,open_gateway
optimistic_multicity,144,657.24,3649.93,4340.68,690.75,open_gateway
optimistic_multicity,145,335.88,3328.57,4340.68,1012.11,open_gateway
optimistic_multicity,146,336.29,3328.98,4340.68,1011.7,open_gateway
optimistic_multicity,147,203.1,3195.79,4340.68,1144.89,open_gateway
optimistic_multicity,148,1281.12,4273.81,4340.68,66.87,open_gateway
optimistic_multicity,149,706.98,3699.67,4340.68,641.01,open_gateway
optimistic_multicity,150,490.92,3483.61,4340.68,857.07,open_gateway
optimistic_multicity,151,964.69,3957.38,4340.68,383.3,open_gateway
optimistic_multicity,152,956.25,3948.94,4340.68,391.74,open_gateway
optimistic_multicity,153,704.75,3697.44,4340.68,643.24,open_gateway
optimistic_multicity,154,159.46,3152.15,4340.68,1188.53,open_gateway
optimistic_multicity,155,403.24,3395.93,4340.68,944.75,open_gateway
optimistic_multicity,156,1171.41,4164.1,4340.68,176.58,open_gateway
optimistic_multicity,157,902.74,3895.43,4340.68,445.25,open_gateway
optimistic_multicity,158,1401.27,4393.96,4340.68,-53.28,urumqi_rooted
optimistic_multicity,159,308.81,3301.5,4340.68,1039.18,open_gateway
optimistic_multicity,160,215.18,3207.87,4340.68,1132.81,open_gateway
optimistic_multicity,161,462.95,3455.64,4340.68,885.04,open_gateway
optimistic_multicity,162,904.2,3896.89,4340.68,443.79,open_gateway
optimistic_multicity,163,865.96,3858.65,4340.68,482.03,open_gateway
optimistic_multicity,164,399.75,3392.44,4340.68,948.24,open_gateway
optimistic_multicity,165,742.8,3735.49,4340.68,605.19,open_gateway
optimistic_multicity,166,1212.97,4205.66,4340.68,135.02,open_gateway
optimistic_multicity,167,1081.15,4073.84,4340.68,266.84,open_gateway
optimistic_multicity,168,553.48,3546.17,4340.68,794.51,open_gateway
optimistic_multicity,169,231.76,3224.45,4340.68,1116.23,open_gateway
optimistic_multicity,170,829.68,3822.37,4340.68,518.31,open_gateway
optimistic_multicity,171,723.64,3716.33,4340.68,624.35,open_gateway
optimistic_multicity,172,881.96,3874.65,4340.68,466.03,open_gateway
optimistic_multicity,173,673.01,3665.7,4340.68,674.98,open_gateway
optimistic_multicity,174,579.59,3572.28,4340.68,768.4,open_gateway
optimistic_multicity,175,509.54,3502.23,4340.68,838.45,open_gateway
optimistic_multicity,176,664.33,3657.02,4340.68,683.66,open_gateway
optimistic_multicity,177,1112.0,4104.69,4340.68,235.99,open_gateway
optimistic_multicity,178,406.89,3399.58,4340.68,941.1,open_gateway
optimistic_multicity,179,1105.1,4097.79,4340.68,242.89,open_gateway
optimistic_multicity,180,302.2,3294.89,4340.68,1045.79,open_gateway
optimistic_multicity,181,814.78,3807.47,4340.68,533.21,open_gateway
optimistic_multicity,182,334.44,3327.13,4340.68,1013.55,open_gateway
optimistic_multicity,183,804.09,3796.78,4340.68,543.9,open_gateway
optimistic_multicity,184,663.73,3656.42,4340.68,684.26,open_gateway
optimistic_multicity,185,21.47,3014.16,4340.68,1326.52,open_gateway
optimistic_multicity,186,1364.98,4357.67,4340.68,-16.99,urumqi_rooted
optimistic_multicity,187,500.89,3493.58,4340.68,847.1,open_gateway
optimistic_multicity,188,914.76,3907.45,4340.68,433.23,open_gateway
optimistic_multicity,189,939.33,3932.02,4340.68,408.66,open_gateway
optimistic_multicity,190,524.07,3516.76,4340.68,823.92,open_gateway
optimistic_multicity,191,791.74,3784.43,4340.68,556.25,open_gateway
optimistic_multicity,192,735.82,3728.51,4340.68,612.17,open_gateway
optimistic_multicity,193,1356.58,4349.27,4340.68,-8.59,urumqi_rooted
optimistic_multicity,194,720.01,3712.7,4340.68,627.98,open_gateway
optimistic_multicity,195,534.34,3527.03,4340.68,813.65,open_gateway
optimistic_multicity,196,1277.92,4270.61,4340.68,70.07,open_gateway
optimistic_multicity,197,278.71,3271.4,4340.68,1069.28,open_gateway
optimistic_multicity,198,424.88,3417.57,4340.68,923.11,open_gateway
optimistic_multicity,199,573.02,3565.71,4340.68,774.97,open_gateway
optimistic_multicity,200,515.42,3508.11,4340.68,832.57,open_gateway
optimistic_multicity,201,601.38,3594.07,4340.68,746.61,open_gateway
optimistic_multicity,202,776.87,3769.56,4340.68,571.12,open_gateway
optimistic_multicity,203,1065.06,4057.75,4340.68,282.93,open_gateway
optimistic_multicity,204,677.81,3670.5,4340.68,670.18,open_gateway
optimistic_multicity,205,604.94,3597.63,4340.68,743.05,open_gateway
optimistic_multicity,206,345.81,3338.5,4340.68,1002.18,open_gateway
optimistic_multicity,207,257.7,3250.39,4340.68,1090.29,open_gateway
optimistic_multicity,208,486.73,3479.42,4340.68,861.26,open_gateway
optimistic_multicity,209,581.83,3574.52,4340.68,766.16,open_gateway
optimistic_multicity,210,449.58,3442.27,4340.68,898.41,open_gateway
optimistic_multicity,211,373.46,3366.15,4340.68,974.53,open_gateway
optimistic_multicity,212,922.32,3915.01,4340.68,425.67,open_gateway
optimistic_multicity,213,496.48,3489.17,4340.68,851.51,open_gateway
optimistic_multicity,214,853.49,3846.18,4340.68,494.5,open_gateway
optimistic_multicity,215,815.45,3808.14,4340.68,532.54,open_gateway
optimistic_multicity,216,712.24,3704.93,4340.68,635.75,open_gateway
optimistic_multicity,217,885.45,3878.14,4340.68,462.54,open_gateway
optimistic_multicity,218,472.63,3465.32,4340.68,875.36,open_gateway
optimistic_multicity,219,486.16,3478.85,4340.68,861.83,open_gateway
optimistic_multicity,220,827.85,3820.54,4340.68,520.14,open_gateway
optimistic_multicity,221,369.17,3361.86,4340.68,978.82,open_gateway
optimistic_multicity,222,953.65,3946.34,4340.68,394.34,open_gateway
optimistic_multicity,223,1031.79,4024.48,4340.68,316.2,open_gateway
optimistic_multicity,224,715.29,3707.98,4340.68,632.7,open_gateway
optimistic_multicity,225,244.19,3236.88,4340.68,1103.8,open_gateway
optimistic_multicity,226,302.91,3295.6,4340.68,1045.08,open_gateway
optimistic_multicity,227,116.84,3109.53,4340.68,1231.15,open_gateway
optimistic_multicity,228,752.15,3744.84,4340.68,595.84,open_gateway
optimistic_multicity,229,439.89,3432.58,4340.68,908.1,open_gateway
optimistic_multicity,230,393.54,3386.23,4340.68,954.45,open_gateway
optimistic_multicity,231,1248.08,4240.77,4340.68,99.91,open_gateway
optimistic_multicity,232,574.53,3567.22,4340.68,773.46,open_gateway
optimistic_multicity,233,1183.08,4175.77,4340.68,164.91,open_gateway
optimistic_multicity,234,191.57,3184.26,4340.68,1156.42,open_gateway
optimistic_multicity,235,828.95,3821.64,4340.68,519.04,open_gateway
optimistic_multicity,236,1277.71,4270.4,4340.68,70.28,open_gateway
optimistic_multicity,237,958.05,3950.74,4340.68,389.94,open_gateway
optimistic_multicity,238,848.85,3841.54,4340.68,499.14,open_gateway
optimistic_multicity,239,579.36,3572.05,4340.68,768.63,open_gateway
optimistic_multicity,240,394.35,3387.04,4340.68,953.64,open_gateway
optimistic_multicity,241,1212.34,4205.03,4340.68,135.65,open_gateway
optimistic_multicity,242,383.53,3376.22,4340.68,964.46,open_gateway
optimistic_multicity,243,336.92,3329.61,4340.68,1011.07,open_gateway
optimistic_multicity,244,1010.11,4002.8,4340.68,337.88,open_gateway
optimistic_multicity,245,315.21,3307.9,4340.68,1032.78,open_gateway
optimistic_multicity,246,1007.51,4000.2,4340.68,340.48,open_gateway
optimistic_multicity,247,836.17,3828.86,4340.68,511.82,open_gateway
optimistic_multicity,248,1274.85,4267.54,4340.68,73.14,open_gateway
optimistic_multicity,249,835.12,3827.81,4340.68,512.87,open_gateway
optimistic_multicity,250,292.01,3284.7,4340.68,1055.98,open_gateway
optimistic_multicity,251,538.09,3530.78,4340.68,809.9,open_gateway
optimistic_multicity,252,209.16,3201.85,4340.68,1138.83,open_gateway
optimistic_multicity,253,312.41,3305.1,4340.68,1035.58,open_gateway
optimistic_multicity,254,522.13,3514.82,4340.68,825.86,open_gateway
optimistic_multicity,255,1073.47,4066.16,4340.68,274.52,open_gateway
optimistic_multicity,256,446.01,3438.7,4340.68,901.98,open_gateway
optimistic_multicity,257,719.15,3711.84,4340.68,628.84,open_gateway
optimistic_multicity,258,456.12,3448.81,4340.68,891.87,open_gateway
optimistic_multicity,259,363.81,3356.5,4340.68,984.18,open_gateway
optimistic_multicity,260,744.37,3737.06,4340.68,603.62,open_gateway
optimistic_multicity,261,1314.9,4307.59,4340.68,33.09,open_gateway
optimistic_multicity,262,893.43,3886.12,4340.68,454.56,open_gateway
optimistic_multicity,263,1138.62,4131.31,4340.68,209.37,open_gateway
optimistic_multicity,264,688.06,3680.75,4340.68,659.93,open_gateway
optimistic_multicity,265,234.34,3227.03,4340.68,1113.65,open_gateway
optimistic_multicity,266,1158.87,4151.56,4340.68,189.12,open_gateway
optimistic_multicity,267,420.64,3413.33,4340.68,927.35,open_gateway
optimistic_multicity,268,1103.68,4096.37,4340.68,244.31,open_gateway
optimistic_multicity,269,527.19,3519.88,4340.68,820.8,open_gateway
optimistic_multicity,270,1202.31,4195.0,4340.68,145.68,open_gateway
optimistic_multicity,271,985.94,3978.63,4340.68,362.05,open_gateway
optimistic_multicity,272,309.76,3302.45,4340.68,1038.23,open_gateway
optimistic_multicity,273,943.73,3936.42,4340.68,404.26,open_gateway
optimistic_multicity,274,277.85,3270.54,4340.68,1070.14,open_gateway
optimistic_multicity,275,388.22,3380.91,4340.68,959.77,open_gateway
optimistic_multicity,276,951.72,3944.41,4340.68,396.27,open_gateway
optimistic_multicity,277,639.47,3632.16,4340.68,708.52,open_gateway
optimistic_multicity,278,88.42,3081.11,4340.68,1259.57,open_gateway
optimistic_multicity,279,980.19,3972.88,4340.68,367.8,open_gateway
optimistic_multicity,280,309.22,3301.91,4340.68,1038.77,open_gateway
optimistic_multicity,281,466.88,3459.57,4340.68,881.11,open_gateway
optimistic_multicity,282,902.08,3894.77,4340.68,445.91,open_gateway
optimistic_multicity,283,356.13,3348.82,4340.68,991.86,open_gateway
optimistic_multicity,284,505.7,3498.39,4340.68,842.29,open_gateway
optimistic_multicity,285,993.76,3986.45,4340.68,354.23,open_gateway
optimistic_multicity,286,929.31,3922.0,4340.68,418.68,open_gateway
optimistic_multicity,287,301.97,3294.66,4340.68,1046.02,open_gateway
optimistic_multicity,288,262.13,3254.82,4340.68,1085.86,open_gateway
optimistic_multicity,289,450.82,3443.51,4340.68,897.17,open_gateway
optimistic_multicity,290,924.38,3917.07,4340.68,423.61,open_gateway
optimistic_multicity,291,594.25,3586.94,4340.68,753.74,open_gateway
optimistic_multicity,292,1012.45,4005.14,4340.68,335.54,open_gateway
optimistic_multicity,293,509.21,3501.9,4340.68,838.78,open_gateway
optimistic_multicity,294,430.71,3423.4,4340.68,917.28,open_gateway
optimistic_multicity,295,462.39,3455.08,4340.68,885.6,open_gateway
optimistic_multicity,296,697.19,3689.88,4340.68,650.8,open_gateway
optimistic_multicity,297,750.29,3742.98,4340.68,597.7,open_gateway
optimistic_multicity,298,862.34,3855.03,4340.68,485.65,open_gateway
optimistic_multicity,299,1189.08,4181.77,4340.68,158.91,open_gateway
optimistic_multicity,300,788.72,3781.41,4340.68,559.27,open_gateway
optimistic_multicity,301,760.57,3753.26,4340.68,587.42,open_gateway
optimistic_multicity,302,609.96,3602.65,4340.68,738.03,open_gateway
optimistic_multicity,303,499.91,3492.6,4340.68,848.08,open_gateway
optimistic_multicity,304,484.0,3476.69,4340.68,863.99,open_gateway
optimistic_multicity,305,522.83,3515.52,4340.68,825.16,open_gateway
optimistic_multicity,306,494.01,3486.7,4340.68,853.98,open_gateway
optimistic_multicity,307,647.74,3640.43,4340.68,700.25,open_gateway
optimistic_multicity,308,692.88,3685.57,4340.68,655.11,open_gateway
optimistic_multicity,309,361.9,3354.59,4340.68,986.09,open_gateway
optimistic_multicity,310,344.5,3337.19,4340.68,1003.49,open_gateway
optimistic_multicity,311,782.69,3775.38,4340.68,565.3,open_gateway
optimistic_multicity,312,79.23,3071.92,4340.68,1268.76,open_gateway
optimistic_multicity,313,152.24,3144.93,4340.68,1195.75,open_gateway
optimistic_multicity,314,172.02,3164.71,4340.68,1175.97,open_gateway
optimistic_multicity,315,343.96,3336.65,4340.68,1004.03,open_gateway
optimistic_multicity,316,1144.29,4136.98,4340.68,203.7,open_gateway
optimistic_multicity,317,715.41,3708.1,4340.68,632.58,open_gateway
optimistic_multicity,318,221.78,3214.47,4340.68,1126.21,open_gateway
optimistic_multicity,319,732.79,3725.48,4340.68,615.2,open_gateway
optimistic_multicity,320,631.7,3624.39,4340.68,716.29,open_gateway
optimistic_multicity,321,1201.13,4193.82,4340.68,146.86,open_gateway
optimistic_multicity,322,105.81,3098.5,4340.68,1242.18,open_gateway
optimistic_multicity,323,227.19,3219.88,4340.68,1120.8,open_gateway
optimistic_multicity,324,87.98,3080.67,4340.68,1260.01,open_gateway
optimistic_multicity,325,1180.95,4173.64,4340.68,167.04,open_gateway
optimistic_multicity,326,443.92,3436.61,4340.68,904.07,open_gateway
optimistic_multicity,327,171.04,3163.73,4340.68,1176.95,open_gateway
optimistic_multicity,328,172.22,3164.91,4340.68,1175.77,open_gateway
optimistic_multicity,329,333.21,3325.9,4340.68,1014.78,open_gateway
optimistic_multicity,330,552.2,3544.89,4340.68,795.79,open_gateway
optimistic_multicity,331,433.08,3425.77,4340.68,914.91,open_gateway
optimistic_multicity,332,920.02,3912.71,4340.68,427.97,open_gateway
optimistic_multicity,333,1340.04,4332.73,4340.68,7.95,open_gateway
optimistic_multicity,334,872.71,3865.4,4340.68,475.28,open_gateway
optimistic_multicity,335,222.97,3215.66,4340.68,1125.02,open_gateway
optimistic_multicity,336,1127.18,4119.87,4340.68,220.81,open_gateway
optimistic_multicity,337,793.11,3785.8,4340.68,554.88,open_gateway
optimistic_multicity,338,233.52,3226.21,4340.68,1114.47,open_gateway
optimistic_multicity,339,561.02,3553.71,4340.68,786.97,open_gateway
optimistic_multicity,340,661.16,3653.85,4340.68,686.83,open_gateway
optimistic_multicity,341,473.24,3465.93,4340.68,874.75,open_gateway
optimistic_multicity,342,208.95,3201.64,4340.68,1139.04,open_gateway
optimistic_multicity,343,214.27,3206.96,4340.68,1133.72,open_gateway
optimistic_multicity,344,1008.22,4000.91,4340.68,339.77,open_gateway
optimistic_multicity,345,12.61,3005.3,4340.68,1335.38,open_gateway
optimistic_multicity,346,444.5,3437.19,4340.68,903.49,open_gateway
optimistic_multicity,347,620.13,3612.82,4340.68,727.86,open_gateway
optimistic_multicity,348,458.93,3451.62,4340.68,889.06,open_gateway
optimistic_multicity,349,1271.05,4263.74,4340.68,76.94,open_gateway
optimistic_multicity,350,737.38,3730.07,4340.68,610.61,open_gateway
optimistic_multicity,351,317.39,3310.08,4340.68,1030.6,open_gateway
optimistic_multicity,352,398.14,3390.83,4340.68,949.85,open_gateway
optimistic_multicity,353,1234.61,4227.3,4340.68,113.38,open_gateway
optimistic_multicity,354,126.77,3119.46,4340.68,1221.22,open_gateway
optimistic_multicity,355,319.26,3311.95,4340.68,1028.73,open_gateway
optimistic_multicity,356,1038.67,4031.36,4340.68,309.32,open_gateway
optimistic_multicity,357,1043.05,4035.74,4340.68,304.94,open_gateway
optimistic_multicity,358,356.97,3349.66,4340.68,991.02,open_gateway
optimistic_multicity,359,537.11,3529.8,4340.68,810.88,open_gateway
optimistic_multicity,360,210.76,3203.45,4340.68,1137.23,open_gateway
optimistic_multicity,361,1014.1,4006.79,4340.68,333.89,open_gateway
optimistic_multicity,362,645.71,3638.4,4340.68,702.28,open_gateway
optimistic_multicity,363,667.02,3659.71,4340.68,680.97,open_gateway
optimistic_multicity,364,970.29,3962.98,4340.68,377.7,open_gateway
optimistic_multicity,365,631.11,3623.8,4340.68,716.88,open_gateway
optimistic_multicity,366,714.55,3707.24,4340.68,633.44,open_gateway
optimistic_multicity,367,994.5,3987.19,4340.68,353.49,open_gateway
optimistic_multicity,368,1129.79,4122.48,4340.68,218.2,open_gateway
optimistic_multicity,369,471.86,3464.55,4340.68,876.13,open_gateway
optimistic_multicity,370,368.19,3360.88,4340.68,979.8,open_gateway
optimistic_multicity,371,716.59,3709.28,4340.68,631.4,open_gateway
optimistic_multicity,372,880.83,3873.52,4340.68,467.16,open_gateway
optimistic_multicity,373,1029.74,4022.43,4340.68,318.25,open_gateway
optimistic_multicity,374,837.74,3830.43,4340.68,510.25,open_gateway
optimistic_multicity,375,690.88,3683.57,4340.68,657.11,open_gateway
optimistic_multicity,376,342.45,3335.14,4340.68,1005.54,open_gateway
optimistic_multicity,377,734.8,3727.49,4340.68,613.19,open_gateway
optimistic_multicity,378,1247.2,4239.89,4340.68,100.79,open_gateway
optimistic_multicity,379,949.67,3942.36,4340.68,398.32,open_gateway
optimistic_multicity,380,680.11,3672.8,4340.68,667.88,open_gateway
optimistic_multicity,381,431.18,3423.87,4340.68,916.81,open_gateway
optimistic_multicity,382,507.69,3500.38,4340.68,840.3,open_gateway
optimistic_multicity,383,54.73,3047.42,4340.68,1293.26,open_gateway
optimistic_multicity,384,786.69,3779.38,4340.68,561.3,open_gateway
optimistic_multicity,385,1196.73,4189.42,4340.68,151.26,open_gateway
optimistic_multicity,386,256.04,3248.73,4340.68,1091.95,open_gateway
optimistic_multicity,387,521.96,3514.65,4340.68,826.03,open_gateway
optimistic_multicity,388,314.15,3306.84,4340.68,1033.84,open_gateway
optimistic_multicity,389,791.32,3784.01,4340.68,556.67,open_gateway
optimistic_multicity,390,1226.63,4219.32,4340.68,121.36,open_gateway
optimistic_multicity,391,598.59,3591.28,4340.68,749.4,open_gateway
optimistic_multicity,392,748.82,3741.51,4340.68,599.17,open_gateway
